ROUND,COURSE_FULL_NAME,HRS,PRICE,START_DATE,TIMES,PROG,TYPE,LEVEL,END_DATE,DAYS,COURSE_SHORT_NAME,COURSE_EMAIL_NAME,PROGRAMME_EMAIL,COURSE_BOOK,DEADLINE,LOCATION,ATTENDANCE_COURSE_NAME,CERTIFICATE_NAME,CERTIFICATE_LEVEL,LEVEL_SPEC,ONLINE_ONSITE,DISCOUNT-5pc,DISCOUNT-10pc,REGISTRATION_LINK,SCHEDULE_TYPE,SCHEDULE_NAME
3,A1 BEGINNER - EDMONTON - 23.04.2025 - R3,24 hours/6 weeks,445,4/23/2025,15:30-17:30,EDMONTON,BEGINNER,A1,5/28/2025,"M,W",A1 BEGINNER,A1 BEGINNER - 24 hours/6 weeks,A1 EDMONTON,English File Beginner Student’s Book - 4th Edition (ISBN-13978-0194029803),3/24/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A1_BEGI_EDMON_3,A1 Beginners English Course - 24 hours,A1,A1,onsite,422.75,400.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A1 BEGINNER,A1 BEGINNER (R3) starting 23.04.2025
5,A2 INTENSIVE - CAPE TOWN - 05.05.2025 - R5,40 hours/4 weeks,640,5/5/2025,15:30-18:00,CAPE TOWN,INTENSIVE,A2,5/30/2025,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 CAPE TOWN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),4/5/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_CAPE _5,A2 Intensive English Course - 40 hours,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R5) starting 05.05.2025
5,B1 INTENSIVE - CAPE TOWN - 06.05.2025 - R5,40 hours/4 weeks,640,5/6/2025,12:30-15:00,CAPE TOWN,INTENSIVE,B1,5/30/2025,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 CAPE TOWN,English File Intermediate 4th Edition (ISBN-13978-0194035910),4/6/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_CAPE _5,B1 Intensive English Course - 40 hours,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R5) starting 06.05.2025
5,B2 INTENSIVE - CAPE TOWN - 06.05.2025 - R5,40 hours/4 weeks,640,5/6/2025,12:30-15:00,CAPE TOWN,INTENSIVE,B2,5/30/2025,"M,T,Th,F",B2 INTENSIVE,B2 INTENSIVE - 40 hours/4 weeks,B2 CAPE TOWN,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),4/6/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_INTE_CAPE _5,B2 Intensive English Course - 40 hours,B2,B2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 INTENSIVE,B2 INTENSIVE (R5) starting 06.05.2025
4,B2 EVE ONLINE - EDMONTON - 19.05.2025 - R4,24 hours/6 weeks,385,5/19/2025,19:00-21:00,EDMONTON,EVE ONLINE,B2,6/25/2025,"M,W",B2 EVE ONLINE,B2 EVE ONLINE - 24 hours/6 weeks,B2 EDMONTON,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),4/19/2025,ONLINE,B2_EVE _EDMON_4,B2 Upper Intermediate English Course - 24 hours,B2,B2,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B2 EVE ONLINE - 19.05.2025 - R4
4,A2 ELEM MORNING - EDMONTON - 19.05.2025 - R4,30 hours/6 weeks,525,5/19/2025,9:30-12:00,EDMONTON,MORNING,A2 ELEM,6/25/2025,"M,W",A2 ELEM MORNING,A2 ELEM MORNING - 30 hours/6 weeks,A2 ELEM EDMONTON,English File Elementary 4th Edition (ISBN-13978-0194031592),4/19/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 EL_MORN_EDMON_4,A2 Elementary English Course - 30 hours,A2,A2 ELEM,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 ELEMENTARY,A2 ELEMENTARY (R4) starting 19.05.2025
4,C1 MORNING - EDMONTON - 20.05.2025 - R4,30 hours/6 weeks,525,5/20/2025,9:30-12:00,EDMONTON,MORNING,C1,6/27/2025,"T,F",C1 MORNING,C1 MORNING - 30 hours/6 weeks,C1 EDMONTON,English File 4th: Advanced (ISBN-13978-0194038355),4/20/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,C1_MORN_EDMON_4,C1 Advanced English Course - 30 hours,C1,C1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,C1 MORNING,C1 MORNING (R4) starting 20.05.2025
4,A2 PRE-INT MORNING - EDMONTON - 20.05.2025 - R4,30 hours/6 weeks,525,5/20/2025,9:30-12:00,EDMONTON,MORNING,A2 PRE-INT,6/26/2025,"T,Th",A2 PRE-INT MORNING,A2 PRE-INT MORNING - 30 hours/6 weeks,A2 PRE-INT EDMONTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),4/20/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 PR_MORN_EDMON_4,A2 Pre-Intermediate English Course - 30 hours,A2,A2+ PRE-INT,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 PRE-INTERMEDIARY,A2 PRE-INTERMEDIARY (R4) starting 20.05.2025
4,B1 EVE ONLINE - EDMONTON - 02.06.2025 - R4,24 hours/6 weeks,385,6/2/2025,19:00-21:00,EDMONTON,EVE ONLINE,B1,7/9/2025,"M,W",B1 EVE ONLINE,B1 EVE ONLINE - 24 hours/6 weeks,B1 EDMONTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),5/3/2025,ONLINE,B1_EVE _EDMON_4,B1 Intermediate English Course - 24 hours,B1,B1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B1 EVE ONLINE - 02.06.2025 - R4
4,A1 BEGINNER - DUBLIN - 02.06.2025 - R4,24 hours/6 weeks,445,6/2/2025,15:30-17:30,DUBLIN,BEGINNER,A1,7/9/2025,"M,W",A1 BEGINNER,A1 BEGINNER - 24 hours/6 weeks,A1 DUBLIN,English File Beginner Student’s Book - 4th Edition (ISBN-13978-0194029803),5/3/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A1_BEGI_DUBLI_4,A1 Beginners English Course - 24 hours,A1,A1,onsite,422.75,400.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A1 BEGINNER,A1 BEGINNER (R4) starting 02.06.2025
4,B2 MORNING - EDMONTON - 02.06.2025 - R4,30 hours/6 weeks,525,6/2/2025,9:30-12:00,EDMONTON,MORNING,B2,7/10/2025,"M,Th",B2 MORNING,B2 MORNING - 30 hours/6 weeks,B2 EDMONTON,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),5/3/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_MORN_EDMON_4,B2 Upper Intermediate English Course - 30 hours,B2,B2,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 MORNING,B2 MORNING (R4) starting 02.06.2025
6,A2 INTENSIVE - AUCKLAND - 02.06.2025 - R6,40 hours/4 weeks,640,6/2/2025,12:30-15:00,AUCKLAND,INTENSIVE,A2,6/27/2025,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 AUCKLAND,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),5/3/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_AUCKL_6,A2 Intensive English Course - 40 hours,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R6) starting 02.06.2025
6,B1 INTENSIVE - AUCKLAND - 02.06.2025 - R6,40 hours/4 weeks,640,6/2/2025,12:30-15:00,AUCKLAND,INTENSIVE,B1,6/27/2025,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 AUCKLAND,English File Intermediate 4th Edition (ISBN-13978-0194035910),5/3/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_AUCKL_6,B1 Intensive English Course - 40 hours,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R6) starting 02.06.2025
6,B2 INTENSIVE - AUCKLAND - 02.06.2025 - R6,40 hours/4 weeks,640,6/2/2025,15:30-18:00,AUCKLAND,INTENSIVE,B2,6/27/2025,"M,T,Th,F",B2 INTENSIVE,B2 INTENSIVE - 40 hours/4 weeks,B2 AUCKLAND,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),5/3/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_INTE_AUCKL_6,B2 Intensive English Course - 40 hours,B2,B2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 INTENSIVE,B2 INTENSIVE (R6) starting 02.06.2025
4,BUSINESS EVE ONLINE - EDMONTON - 03.06.2025 - R4,24 hours/6 weeks,385,6/3/2025,19:00-21:00,EDMONTON,EVE ONLINE,BUSINESS,7/10/2025,"T,F",BUSINESS EVE ONLINE,BUSINESS EVE ONLINE - 24 hours/6 weeks,BUSINESS EDMONTON,Business Partner B2+ – Pearson Benelux,5/4/2025,ONLINE,BUSIN_EVE _EDMON_4,Business English Course -  24 hours,C1,BUSINESS,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,BUSINESS EVE ONLINE - 03.06.2025 - R4
4,C1 EVE ONLINE - EDMONTON - 03.06.2025 - R4,24 hours/6 weeks,385,6/3/2025,19:00-21:00,EDMONTON,EVE ONLINE,C1,7/10/2025,"T,Th",C1 EVE ONLINE,C1 EVE ONLINE - 24 hours/6 weeks,C1 EDMONTON,English File 4th: Advanced (ISBN-13978-0194038355),5/4/2025,ONLINE,C1_EVE _EDMON_4,C1 Advanced English Course - 24 hours,C1,C1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,C1 EVE ONLINE - 03.06.2025 - R4
4,B1 MORNING - EDMONTON - 04.06.2025 - R4,30 hours/6weeks,525,6/4/2025,9:30-12:00,EDMONTON,MORNING,B1,7/11/2025,"W,F",B1 MORNING,B1 MORNING - 30 hours/6weeks,B1 EDMONTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),5/5/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_MORN_EDMON_4,B1 Intermediate English Course - 30 hours,B1,B1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 MORNING,B1 MORNING (R4) starting 04.06.2025
4,A2 PRE-INT EVE ONLINE - EDMONTON - 17.06.2025 - R4,24 hours/6 weeks,385,6/17/2025,19:00-21:00,EDMONTON,EVE ONLINE,A2 PRE-INT,7/24/2025,"T,F",A2 PRE-INT EVE ONLINE,A2 PRE-INT EVE ONLINE - 24 hours/6 weeks,A2 PRE-INT EDMONTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),5/18/2025,ONLINE,A2 PR_EVE _EDMON_4,A2 Pre-Intermediate English Course - 24 hours,A2,A2+ PRE-INT,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,A2 PRE-INT EVE ONLINE - 17.06.2025 - R4
5,B2 EVE ONLINE - FIFE - 30.06.2025 - R5,24 hours/6 weeks,385,6/30/2025,19:00-21:00,FIFE,EVE ONLINE,B2,8/6/2025,"M,W",B2 EVE ONLINE,B2 EVE ONLINE - 24 hours/6 weeks,B2 FIFE,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),5/31/2025,ONLINE,B2_EVE _FIFE_5,B2 Upper Intermediate English Course - 24 hours,B2,B2,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B2 EVE ONLINE - 30.06.2025 - R5
5,A2 ELEM MORNING - FIFE - 30.06.2025 - R5,30 hours/6 weeks,525,6/30/2025,9:30-12:00,FIFE,MORNING,A2 ELEM,8/6/2025,"M,W",A2 ELEM MORNING,A2 ELEM MORNING - 30 hours/6 weeks,A2 ELEM FIFE,English File Elementary 4th Edition (ISBN-13978-0194031592),5/31/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 EL_MORN_FIFE_5,A2 Elementary English Course - 30 hours,A2,A2 ELEM,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 ELEMENTARY,A2 ELEMENTARY (R5) starting 30.06.2025
7,A2 INTENSIVE - BOSTON - 30.06.2025 - R7,40 hours/4 weeks,640,6/30/2025,15:30-18:00,BOSTON,INTENSIVE,A2,7/25/2025,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 BOSTON,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),5/31/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_BOSTO_7,A2 Intensive English Course - 40 hours,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R7) starting 30.06.2025
7,B1 INTENSIVE - BOSTON - 30.06.2025 - R7,40 hours/4 weeks,640,6/30/2025,12:30-15:00,BOSTON,INTENSIVE,B1,7/25/2025,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 BOSTON,English File Intermediate 4th Edition (ISBN-13978-0194035910),5/31/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_BOSTO_7,B1 Intensive English Course - 40 hours,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R7) starting 30.06.2025
7,B2 INTENSIVE - BOSTON - 30.06.2025 - R7,40 hours/4 weeks,640,6/30/2025,12:30-15:00,BOSTON,INTENSIVE,B2,7/25/2025,"M,T,Th,F",B2 INTENSIVE,B2 INTENSIVE - 40 hours/4 weeks,B2 BOSTON,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),5/31/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_INTE_BOSTO_7,B2 Intensive English Course - 40 hours,B2,B2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 INTENSIVE,B2 INTENSIVE (R7) starting 30.06.2025
5,C1 MORNING - FIFE - 01.07.2025 - R5,30 hours/6 weeks,525,7/1/2025,9:30-12:00,FIFE,MORNING,C1,8/8/2025,"T,F",C1 MORNING,C1 MORNING - 30 hours/6 weeks,C1 FIFE,English File 4th: Advanced (ISBN-13978-0194038355),6/1/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,C1_MORN_FIFE_5,C1 Advanced English Course - 30 hours,C1,C1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,C1 MORNING,C1 MORNING (R5) starting 01.07.2025
5,A2 PRE-INT MORNING - FIFE - 01.07.2025 - R5,30 hours/6 weeks,525,7/1/2025,9:30-12:00,FIFE,MORNING,A2 PRE-INT,8/7/2025,"T,Th",A2 PRE-INT MORNING,A2 PRE-INT MORNING - 30 hours/6 weeks,A2 PRE-INT FIFE,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),6/1/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 PR_MORN_FIFE_5,A2 Pre-Intermediate English Course - 30 hours,A2,A2+ PRE-INT,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 PRE-INTERMEDIARY,A2 PRE-INTERMEDIARY (R5) starting 01.07.2025
5,B1 EVE ONLINE - FIFE - 14.07.2025 - R5,24 hours/6 weeks,385,7/14/2025,19:00-21:00,FIFE,EVE ONLINE,B1,8/20/2025,"M,W",B1 EVE ONLINE,B1 EVE ONLINE - 24 hours/6 weeks,B1 FIFE,English File Intermediate 4th Edition (ISBN-13978-0194035910),6/14/2025,ONLINE,B1_EVE _FIFE_5,B1 Intermediate English Course - 24 hours,B1,B1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B1 EVE ONLINE - 14.07.2025 - R5
5,A1 BEGINNER - EDMONTON - 14.07.2025 - R5,24 hours/6 weeks,445,7/14/2025,15:30-17:30,EDMONTON,BEGINNER,A1,7/30/2025,"M,W",A1 BEGINNER,A1 BEGINNER - 24 hours/6 weeks,A1 EDMONTON,English File Beginner Student’s Book - 4th Edition (ISBN-13978-0194029803),6/14/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A1_BEGI_EDMON_5,A1 Beginners English Course - 24 hours,A1,A1,onsite,422.75,400.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A1 BEGINNER,A1 BEGINNER (R5) starting 14.07.2025
5,B2 MORNING - FIFE - 14.07.2025 - R5,30 hours/6 weeks,525,7/14/2025,9:30-12:00,FIFE,MORNING,B2,8/21/2025,"M,Th",B2 MORNING,B2 MORNING - 30 hours/6 weeks,B2 FIFE,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),6/14/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_MORN_FIFE_5,B2 Upper Intermediate English Course - 30 hours,B2,B2,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 MORNING,B2 MORNING (R5) starting 14.07.2025
5,A2 PRE-INT EVE ONLINE - FIFE - 15.07.2025 - R5,20 hours/5 weeks,385,7/15/2025,19:00-21:00,FIFE,EVE ONLINE,A2 PRE-INT,8/14/2025,"T,F",A2 PRE-INT EVE ONLINE,A2 PRE-INT EVE ONLINE - 20 hours/5 weeks,A2 PRE-INT FIFE,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),6/15/2025,ONLINE,A2 PR_EVE _FIFE_5,A2 Pre-Intermediate English Course - 24 hours,A2,A2+ PRE-INT,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,A2 PRE-INT EVE ONLINE - 15.07.2025 - R5
5,BUSINESS EVE ONLINE - FIFE - 15.07.2025 - R5,20 hours/6weeks,385,7/15/2025,19:00-21:00,FIFE,EVE ONLINE,BUSINESS,8/21/2025,"T,Th",BUSINESS EVE ONLINE,BUSINESS EVE ONLINE - 20 hours/6weeks,BUSINESS FIFE,Business Partner B2+ – Pearson Benelux,6/15/2025,ONLINE,BUSIN_EVE _FIFE_5,Business English Course -  24 hours,C1,BUSINESS,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,BUSINESS EVE ONLINE - 15.07.2025 - R5
5,C1 EVE ONLINE - FIFE - 15.07.2025 - R5,24 hours/6 weeks,385,7/15/2025,19:00-21:00,FIFE,EVE ONLINE,C1,8/21/2025,"T,Th",C1 EVE ONLINE,C1 EVE ONLINE - 24 hours/6 weeks,C1 FIFE,English File 4th: Advanced (ISBN-13978-0194038355),6/15/2025,ONLINE,C1_EVE _FIFE_5,C1 Advanced English Course - 24 hours,C1,C1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,C1 EVE ONLINE - 15.07.2025 - R5
5,B1 MORNING - FIFE - 16.07.2025 - R5,30 hours/6weeks,525,7/16/2025,9:30-12:00,FIFE,MORNING,B1,8/22/2025,"W,F",B1 MORNING,B1 MORNING - 30 hours/6weeks,B1 FIFE,English File Intermediate 4th Edition (ISBN-13978-0194035910),6/16/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_MORN_FIFE_5,B1 Intermediate English Course - 30 hours,B1,B1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 MORNING,B1 MORNING (R5) starting 16.07.2025
8,A2 INTENSIVE - CAPE TOWN - 28.07.2025 - R8,40 hours/4 weeks,640,7/28/2025,12:30-15:00,CAPE TOWN,INTENSIVE,A2,8/22/2025,"M,T,Th,F",A2 INTENSIVE,A2 INTENSIVE - 40 hours/4 weeks,A2 CAPE TOWN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),6/28/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2_INTE_CAPE _8,A2 Intensive English Course - 40 hours,A2,A2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 INTENSIVE,A2 INTENSIVE (R8) starting 28.07.2025
8,B1 INTENSIVE - CAPE TOWN - 28.07.2025 - R8,40 hours/4 weeks,640,7/28/2025,15:30-18:00,CAPE TOWN,INTENSIVE,B1,8/22/2025,"M,T,Th,F",B1 INTENSIVE,B1 INTENSIVE - 40 hours/4 weeks,B1 CAPE TOWN,English File Intermediate 4th Edition (ISBN-13978-0194035910),6/28/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B1_INTE_CAPE _8,B1 Intensive English Course - 40 hours,B1,B1,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B1 INTENSIVE,B1 INTENSIVE (R8) starting 28.07.2025
8,B2 INTENSIVE - CAPE TOWN - 28.07.2025 - R8,40 hours/4 weeks,640,7/28/2025,12:30-15:00,CAPE TOWN,INTENSIVE,B2,8/22/2025,"M,T,Th,F",B2 INTENSIVE,B2 INTENSIVE - 40 hours/4 weeks,B2 CAPE TOWN,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),6/28/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_INTE_CAPE _8,B2 Intensive English Course - 40 hours,B2,B2,onsite,608,576,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 INTENSIVE,B2 INTENSIVE (R8) starting 28.07.2025
6,B1 EVE ONLINE - DUBLIN - 18.08.2025 - R6,24 hours/6 weeks,385,8/18/2025,19:00-21:00,DUBLIN,EVE ONLINE,B1,9/24/2025,"M,W",B1 EVE ONLINE,B1 EVE ONLINE - 24 hours/6 weeks,B1 DUBLIN,English File Intermediate 4th Edition (ISBN-13978-0194035910),7/19/2025,ONLINE,B1_EVE _DUBLI_6,B1 Intermediate English Course - 24 hours,B1,B1,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B1 EVE ONLINE - 18.08.2025 - R6
6,A1 BEGINNER - DUBLIN - 18.08.2025 - R6,24 hours/6 weeks,445,8/18/2025,15:30-17:30,DUBLIN,BEGINNER,A1,9/24/2025,"M,W",A1 BEGINNER,A1 BEGINNER - 24 hours/6 weeks,A1 DUBLIN,English File Beginner Student’s Book - 4th Edition (ISBN-13978-0194029803),7/19/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A1_BEGI_DUBLI_6,A1 Beginners English Course - 24 hours,A1,A1,onsite,422.75,400.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A1 BEGINNER,A1 BEGINNER (R6) starting 18.08.2025
6,A2 ELEM MORNING - DUBLIN - 18.08.2025 - R6,30 hours/6 weeks,525,8/18/2025,9:30-12:00,DUBLIN,MORNING,A2 ELEM,9/24/2025,"M,W",A2 ELEM MORNING,A2 ELEM MORNING - 30 hours/6 weeks,A2 ELEM DUBLIN,English File Elementary 4th Edition (ISBN-13978-0194031592),7/19/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 EL_MORN_DUBLI_6,A2 Elementary English Course - 30 hours,A2,A2 ELEM,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 ELEMENTARY,A2 ELEMENTARY (R6) starting 18.08.2025
6,C1 MORNING - DUBLIN - 19.08.2025 - R6,25 hours/5 weeks,525,8/19/2025,9:30-12:00,DUBLIN,MORNING,C1,9/26/2025,"T,F",C1 MORNING,C1 MORNING - 25 hours/5 weeks,C1 DUBLIN,English File 4th: Advanced (ISBN-13978-0194038355),7/20/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,C1_MORN_DUBLI_6,C1 Advanced English Course - 30 hours,C1,C1,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,C1 MORNING,C1 MORNING (R6) starting 19.08.2025
6,A2 PRE-INT MORNING - DUBLIN - 19.08.2025 - R6,30 hours/6 weeks,525,8/19/2025,9:30-12:00,DUBLIN,MORNING,A2 PRE-INT,9/25/2025,"T,Th",A2 PRE-INT MORNING,A2 PRE-INT MORNING - 30 hours/6 weeks,A2 PRE-INT DUBLIN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),7/20/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,A2 PR_MORN_DUBLI_6,A2 Pre-Intermediate English Course - 30 hours,A2,A2+ PRE-INT,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,A2 PRE-INTERMEDIARY,A2 PRE-INTERMEDIARY (R6) starting 19.08.2025
6,B2 EVE ONLINE - DUBLIN - 25.08.2025 - R6,24 hours/6 weeks,385,8/25/2025,19:00-21:00,DUBLIN,EVE ONLINE,B2,10/1/2025,"M,W",B2 EVE ONLINE,B2 EVE ONLINE - 24 hours/6 weeks,B2 DUBLIN,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),7/26/2025,ONLINE,B2_EVE _DUBLI_6,B2 Upper Intermediate English Course - 24 hours,B2,B2,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,B2 EVE ONLINE - 25.08.2025 - R6
6,B2 MORNING - DUBLIN - 25.08.2025 - R6,30 hours/6 weeks,525,8/25/2025,9:30-12:00,DUBLIN,MORNING,B2,10/2/2025,"M,Th",B2 MORNING,B2 MORNING - 30 hours/6 weeks,B2 DUBLIN,English File Upper Intermediate 4th Edition (ISBN-978-0194039697),7/26/2025,MixTree Languages - Eerste Weteringplantsoen 2c - 1017 SJ Amsterdam,B2_MORN_DUBLI_6,B2 Upper Intermediate English Course - 30 hours,B2,B2,onsite,498.75,472.5,https://mixtreelang.nl/free-english-level-check-enrolment/,B2 MORNING,B2 MORNING (R6) starting 25.08.2025
6,A2 PRE-INT EVE ONLINE - DUBLIN - 26.08.2025 - R6,24 hours/6 weeks,385,8/26/2025,19:00-21:00,DUBLIN,EVE ONLINE,A2 PRE-INT,10/14/2025,"T,F",A2 PRE-INT EVE ONLINE,A2 PRE-INT EVE ONLINE - 24 hours/6 weeks,A2 PRE-INT DUBLIN,English File Pre-Intermediate 4th Edition (ISBN-13 978-0194037419),7/27/2025,ONLINE,A2 PR_EVE _DUBLI_6,A2 Pre-Intermediate English Course - 24 hours,A2,A2+ PRE-INT,online,365.75,346.5,https://mixtreelang.nl/free-english-level-check-enrolment/,EVENING ONLINE,A2 PRE-INT EVE ONLINE - 26.08.2025 - R6
